zipcode,Income per capita,Median household income,Poverty, Median age,Median home value,Median monthly owner cost,Total Population,White Population,Black Population,American Indian Population,Asian Population,Hispanic Population,Population identifying as 2+ races,Percent of transit public transport,Latitude,Longitude,City,County
91203,35280,61384,2626,37.2,554400,2318,15794,10804,351,76,2608,3102,675,295,34.15287,-118.26355,Glendale,Los Angeles
91340,21888,64479,3916,35.4,467000,2224,37221,21390,586,410,1081,34159,2476,595,34.28668,-118.43479,San Fernando,Los Angeles
91362,61757,119967,2563,46.6,841100,3229,37085,29876,553,125,3544,6672,2123,124,34.19244,-118.81949,Thousand Oaks,Ventura
91364,58161,110525,1859,41.6,898500,3772,28395,20641,1916,73,2615,3914,1822,217,34.1548,-118.59492,Woodland Hills,Los Angeles
91202,46869,81665,2249,45.3,870200,3055,23399,18157,699,6,3078,3547,743,355,34.18221,-118.26761,Glendale,Los Angeles
91207,51165,85107,1182,46.2,1056900,4001,11318,9603,104,0,1120,901,447,98,34.16872,-118.24477,Glendale,Los Angeles
91208,59930,104866,959,46.9,979100,3727,15146,10910,80,54,1783,1424,2056,106,34.19333,-118.23839,Glendale,Los Angeles
91214,44763,108583,1360,41.8,800300,3092,31668,19192,135,27,8575,3903,2337,192,34.23759,-118.24778,La Crescenta,Los Angeles
91307,52049,119452,1217,44.9,679000,3122,25794,17619,1169,131,4318,4221,1476,219,34.20177,-118.66226,West Hills,Los Angeles
91311,42838,96432,2718,41.7,644600,3055,41811,23586,2905,196,7000,12054,3530,396,34.29011,-118.60776,Chatsworth,Los Angeles
91344,41832,103329,4080,42.5,651300,3008,55694,33564,1754,361,9593,17805,4128,740,34.28991,-118.5047,Granada Hills,Los Angeles
91730,30850,74943,7113,33.9,427400,2132,74843,36412,9949,911,10495,30797,7329,417,34.10023,-117.5811,Rancho Cucamonga,San Bernardino
91764,22575,60941,9065,31.3,383700,1809,57265,24327,3846,770,3366,40127,7708,515,34.07533,-117.60164,Ontario,San Bernardino
91775,41411,94024,1988,42.9,851700,2943,24517,6992,305,136,12885,5575,1277,169,34.11454,-118.08946,San Gabriel,Los Angeles
91790,29534,84505,3370,37.4,565100,2244,44601,15965,1357,589,9942,27204,3807,665,34.06722,-117.93788,West Covina,Los Angeles
91977,28848,71396,7293,35.1,467100,2277,63267,36282,8041,438,5446,28357,5676,762,32.72387,-116.99631,Spring Valley,San Diego
91020,35720,65506,1178,42.4,678100,2758,8785,4957,91,37,1958,1816,1084,65,34.21144,-118.23065,Montrose,Los Angeles
91030,64960,109927,1734,39.5,1113100,3713,25478,12892,1171,57,8164,4838,1994,732,34.11029,-118.15748,South Pasadena,Los Angeles
91104,41082,78285,4771,40.5,779100,2973,37784,19413,2950,174,3779,15104,3618,874,34.16766,-118.12341,Pasadena,Los Angeles
91205,28124,47160,7519,41.3,652600,2860,37549,28871,618,59,4657,8985,1083,792,34.13679,-118.24339,Glendale,Los Angeles
91007,42873,84833,3011,44.7,1043800,3327,33827,9708,773,25,19643,4697,2019,463,34.12842,-118.04818,Arcadia,Los Angeles
91042,32984,66453,3600,45.6,587200,2495,26617,20035,689,2,2213,6153,1518,377,34.30687,-118.25701,Tujunga,Los Angeles
91206,41876,74893,4899,42.3,865200,3117,33781,24875,682,3,5823,4675,1711,400,34.16076,-118.21311,Glendale,Los Angeles
91301,72036,130315,946,44.7,847600,3487,26021,20901,601,5,1619,3417,902,26,34.12314,-118.75685,Agoura Hills,Los Angeles
91320,52082,125093,2811,42,724700,3058,44667,35284,634,53,5012,7092,2829,103,34.17339,-118.94795,Newbury Park,Ventura
91321,32762,74986,4651,33.6,509600,2595,34340,22233,959,219,2509,17187,3887,573,34.36479,-118.4922,Newhall,Los Angeles
91350,40634,113028,3590,36.7,567800,2694,38611,25537,1916,221,4733,11407,3753,480,34.43028,-118.50283,Santa Clarita,Los Angeles
91351,33572,85755,3671,36.6,449500,2339,30746,20538,1363,493,2029,14230,2896,483,34.43269,-118.46276,Canyon Country,Los Angeles
91361,82003,119659,868,51.3,979500,3469,19953,17020,425,32,1417,1690,982,22,34.14016,-118.88398,Westlake Village,Ventura
91601,38857,57411,6300,33.7,710500,3128,35312,23058,2902,92,3314,12052,2679,1425,34.16827,-118.37222,North Hollywood,Los Angeles
91606,26824,54649,7715,36.6,609700,2465,45003,28747,2062,143,2026,23695,3066,1147,34.18655,-118.38867,North Hollywood,Los Angeles
91732,19201,56098,9356,36,486000,2048,61075,19475,555,643,19524,38297,4972,1172,34.07239,-118.01455,El Monte,Los Angeles
91755,28324,59285,3552,44.3,622300,2562,27254,3232,198,288,19417,6135,872,182,34.04832,-118.11496,Monterey Park,Los Angeles
91801,34389,66804,5460,41.2,634000,2524,54161,11179,1563,452,28655,17607,2274,875,34.09093,-118.12776,Alhambra,Los Angeles
91803,29485,66169,4708,41.8,625700,2357,30093,7224,468,116,15004,11849,1453,562,34.0749,-118.14624,Alhambra,Los Angeles
92551,20845,71947,4374,30.2,314800,1697,34441,10283,6414,181,1965,22199,2463,207,33.88148,-117.22521,Moreno Valley,Riverside
92553,17738,54234,14243,29.2,296200,1571,74107,18717,12438,376,3041,49725,2996,224,33.92335,-117.24532,Moreno Valley,Riverside
92567,29759,79962,1462,32.1,368600,1936,10012,6210,98,0,16,6728,519,0,33.82378,-117.10305,Nuevo,Riverside
92570,21024,62764,9427,31.8,299100,1714,60370,23192,2498,211,1382,45465,2411,377,33.78377,-117.31737,Perris,Riverside
92604,46478,112543,2541,41.6,793100,2828,28330,15602,429,29,9812,3737,1449,128,33.6879,-117.7889,Irvine,Orange
92646,50722,102473,3281,47,777300,2733,56568,41792,732,171,7883,7923,3612,202,33.66525,-117.96755,Huntington Beach,Orange
92662,104040,127443,37,62.3,2000001,4001,2710,2638,0,0,50,37,22,0,33.60547,-117.89218,Newport Beach,Orange
92677,62364,119322,4311,46.4,863600,3193,65508,47706,1234,28,7331,10332,5423,222,33.52777,-117.70523,Laguna Niguel,Orange
92804,25480,66936,14189,35.7,574800,2370,88173,48302,2881,573,21662,41084,6060,1119,33.81801,-117.97517,Anaheim,Orange
92821,43425,96700,2529,39.8,664900,2712,39140,25276,742,261,8250,12453,3172,230,33.92997,-117.86986,Brea,Orange
92860,35120,106065,1562,41.6,559700,2686,27219,20536,1144,113,885,9251,1662,83,33.9262,-117.54913,Norco,Riverside
92866,39988,75562,2765,34.9,689100,2753,15428,11819,83,64,991,5392,1028,255,33.78453,-117.84479,Orange,Orange
92879,28385,71817,6542,34.6,431400,2256,49481,24083,3401,507,5519,28712,3219,469,33.87979,-117.5357,Corona,Riverside
92337,25410,84649,3762,30.5,373600,2107,39600,13091,4248,514,2443,27546,4666,286,34.04967,-117.47145,Fontana,San Bernardino
92342,29757,75045,418,39.9,233100,1564,6725,4552,562,0,301,1403,1292,0,34.76078,-117.33795,Helendale,San Bernardino
92345,20023,51712,16685,33.1,254200,1457,83731,65591,3157,734,1722,49537,5321,112,34.36415,-117.30984,Hesperia,San Bernardino
92346,28596,67823,8636,35.1,348700,2076,63395,33553,7648,736,4989,31059,5524,418,34.12629,-117.1792,Highland,San Bernardino
92347,12829,38140,208,52.1,,842,683,533,0,0,5,181,65,0,34.95003,-117.25802,Hinkley,San Bernardino
92359,25766,58250,982,35.8,317400,1672,9779,6432,428,31,495,4030,1286,42,34.08296,-117.07026,Mentone,San Bernardino
92376,19598,59416,13854,30,309700,1674,86719,47065,9389,496,1851,68071,10198,420,34.11053,-117.37997,Rialto,San Bernardino
92399,32321,73647,4678,37.5,348700,1927,55070,43548,612,327,2416,19021,4139,50,34.04469,-117.004,Yucaipa,San Bernardino
92405,16720,41631,8645,29.8,256000,1488,30782,16816,3270,166,977,20387,1965,164,34.14578,-117.30225,San Bernardino,San Bernardino
92706,29143,80051,4305,35.2,642100,2545,39080,14006,596,212,3973,27136,4706,880,33.76602,-117.88174,Santa Ana,Orange
92808,56502,130818,863,44.5,753600,2864,21787,13850,651,3,4870,3390,1740,130,33.85623,-117.74018,Anaheim,Orange
92882,30138,85819,6680,34.1,483800,2393,74742,42848,3857,347,6240,38594,6294,370,33.86367,-117.59989,Corona,Riverside
92887,63593,139750,583,46.7,875800,3509,19362,13694,403,9,3795,3118,918,29,33.88727,-117.73389,Yorba Linda,Orange
92327,15666,,361,40.3,102000,,835,625,159,36,0,127,15,0,34.86632,-116.84347,Daggett,San Bernardino
92307,28007,59084,6438,36.7,277200,1631,38848,28114,3590,363,1071,14772,3764,195,34.59078,-117.14127,Apple Valley,San Bernardino
92003,43732,89201,520,45.6,679300,2628,5123,4248,103,0,48,1558,523,24,33.28701,-117.19977,Bonsall,San Diego
92021,27790,60510,13247,34.9,440600,2383,71183,51422,4234,579,2753,18709,5306,876,32.83514,-116.87462,El Cajon,San Diego
92059,50557,96500,137,36.7,343900,2361,1578,511,17,545,48,665,370,2,33.38277,-117.05193,Pala,San Diego
92024,67275,125458,2559,43.2,977600,3543,50994,43818,197,77,2081,7449,2988,343,33.05716,-117.25651,Encinitas,San Diego
92028,34610,80775,6311,39.5,596100,2682,48736,38567,744,456,1288,19913,3701,127,33.38613,-117.22658,Fallbrook,San Diego
92070,29441,52500,137,47.3,335700,2844,892,375,1,332,2,196,72,0,33.18513,-116.74071,Santa Ysabel,San Diego
92071,35291,85751,4459,39,478900,2389,57207,45213,1179,517,2631,11237,5575,371,32.85045,-116.99479,Santee,San Diego
92101,66292,71077,7027,37.5,618000,3119,42423,29097,3436,282,4090,8721,2695,1608,32.7162,-117.18589,San Diego,San Diego
92110,41503,77579,3474,32.6,627900,2689,30047,22763,1443,111,2147,5850,2438,345,32.76533,-117.19965,San Diego,San Diego
92111,33931,77249,5860,35.7,568300,2358,49874,31772,2006,178,9326,15803,3289,1052,32.8065,-117.16897,San Diego,San Diego
92119,47205,97965,1369,43.8,602300,2490,24915,19709,793,107,1952,3794,1470,138,32.80896,-117.03232,San Diego,San Diego
92127,60629,147827,1166,36.7,869500,3851,50092,26996,477,210,17592,3463,4379,29,33.01913,-117.12339,San Diego,San Diego
92129,51831,126371,3337,39,766700,3072,56608,30025,1506,216,18462,6886,4666,143,32.96354,-117.12622,San Diego,San Diego
92201,25049,44215,12827,38.4,253100,1614,64967,30990,3268,175,1599,46063,5466,169,33.70804,-116.23502,Indio,Riverside
92210,98898,108750,324,66.8,707500,3223,5137,4616,85,0,182,275,112,3,33.70357,-116.33953,Indian Wells,Riverside
92211,53979,66202,2906,65.6,383800,2059,25530,21519,652,170,812,3428,1548,36,33.76593,-116.33241,Palm Desert,Riverside
92241,21637,31478,1560,55.5,91300,1511,7695,6372,83,6,90,3119,420,3,33.84634,-116.28342,Desert Hot Springs,Riverside
92242,21790,42083,185,56,80100,958,1300,1181,6,56,7,213,37,0,34.19019,-114.30755,Earp,San Bernardino
92243,19276,47614,11941,32.4,207400,1573,50112,18526,1336,514,948,42761,6169,108,32.77285,-115.60065,El Centro,Imperial
92251,20570,82394,1385,30.4,252000,1704,24321,15230,1110,86,685,19236,2676,0,32.87129,-115.71804,Imperial,Imperial
92252,24965,42370,2073,40.4,159800,1071,9500,8492,108,6,22,1711,792,0,34.14801,-116.28422,Joshua Tree,San Bernardino
92260,43540,61161,4497,52.9,343400,1980,34553,26936,1016,189,1599,8902,2731,286,33.69841,-116.40519,Palm Desert,Riverside
92266,21145,,0,64.4,,,119,119,0,0,0,29,0,0,33.17507,-114.92594,Palo Verde,Imperial
92267,,,0,,,,26,0,0,0,0,0,26,0,34.29765,-114.20138,Parker Dam,San Bernardino
92270,70085,84891,2149,65.2,533700,2808,18537,15888,499,151,927,2020,532,112,33.76399,-116.42705,Rancho Mirage,Riverside
92276,24482,58814,982,36.3,191600,1200,8158,4967,29,51,39,4894,1881,0,33.83234,-116.38648,Thousand Palms,Riverside
92278,21707,61481,0,21.3,,,5001,3706,329,41,322,1260,542,12,34.23505,-116.05825,Twentynine Palms,San Bernardino
92282,20955,41534,331,40.2,167800,1246,1440,849,76,25,38,735,283,6,33.96253,-116.65829,Whitewater,Riverside
92304,,,5,,,,7,2,0,0,0,5,0,0,34.53062,-115.65933,Amboy,San Bernardino
92305,34617,88846,155,45.3,298600,1701,613,564,1,6,0,130,35,0,34.17018,-116.83231,Angelus Oaks,San Bernardino
92320,28059,61067,883,44.9,244800,1881,9022,6447,48,132,599,2824,985,0,33.9874,-117.05024,Calimesa,Riverside
92338,,,0,,,,0,0,0,0,0,0,0,0,34.78773,-116.25117,Ludlow,San Bernardino
92356,18201,36701,2212,42.2,159300,1117,6199,5005,196,101,120,2106,471,17,34.49633,-116.89265,Lucerne Valley,San Bernardino
92382,27816,66011,572,39.7,271600,1528,4816,3500,31,48,137,943,650,36,34.20604,-117.11276,Running Springs,San Bernardino
92384,117522,147000,0,44,,,18,18,0,0,0,0,0,0,35.98255,-116.1505,Shoshone,Inyo
92411,16210,44129,7490,30.4,219700,1311,26361,12794,3532,68,467,20746,1563,235,34.12214,-117.32291,San Bernardino,San Bernardino
92530,22902,64270,7993,31.5,347000,1858,56442,27239,2753,309,2259,33257,4321,61,33.63386,-117.37949,Lake Elsinore,Riverside
92583,21220,46844,6238,35.3,235300,1574,32077,20579,2419,821,1016,17666,2568,145,33.79662,-116.93188,San Jacinto,Riverside
92585,29854,82217,2091,35.7,362200,2263,23868,11078,2148,292,1389,11726,2009,32,33.74217,-117.16723,Menifee,Riverside
92595,29514,79895,3143,35.7,382500,2178,34034,21367,1062,308,2001,13219,2987,140,33.61638,-117.26028,Wildomar,Riverside
92602,49689,101459,2364,35.2,867300,3325,21666,8311,98,0,11206,2258,1384,54,33.72645,-117.7287,Irvine,Orange
92661,116315,171339,343,41.1,2000001,4001,3825,2942,48,0,36,548,703,0,33.60231,-117.89872,Newport Beach,Orange
92672,57131,89029,2228,46.5,940300,3193,34659,28382,383,130,1125,6200,2220,206,33.3825,-117.5403,San Clemente,San Diego
92673,61097,149882,1109,41.8,925500,4001,30634,24559,343,157,2195,4254,2062,39,33.46611,-117.61204,San Clemente,Orange
92823,51662,147847,181,39.1,875200,3478,4996,1944,35,0,2314,815,497,0,33.92536,-117.80024,Brea,Orange
92835,51666,117208,1831,41.1,772700,3137,26115,16965,403,18,5902,4939,1450,76,33.90171,-117.91529,Fullerton,Orange
92840,27095,75653,5661,36.8,562200,2292,54315,24009,524,69,19403,24282,2866,571,33.78584,-117.93202,Garden Grove,Orange
92881,41447,119023,1938,38,591100,2708,32694,20492,2207,41,3898,10455,2331,179,33.82163,-117.56763,Corona,Riverside
92310,22832,55986,893,22.7,,,9573,5745,1771,41,723,1949,963,0,35.33443,-116.76306,Fort Irwin,San Bernardino
92314,28540,56132,1769,42.9,301200,1640,10684,9778,65,110,65,2574,547,0,34.2576,-116.80075,Big Bear City,San Bernardino
92321,26692,49018,147,47,320700,1685,907,735,7,22,39,299,0,0,34.24748,-117.14694,Cedar Glen,San Bernardino
92054,35441,63355,4441,35.2,635200,2655,40709,29113,1718,805,1642,15812,3538,659,33.19377,-117.35508,Oceanside,San Diego
92056,38283,85047,3678,39.1,552000,2405,53124,38183,1390,687,4136,17209,5774,428,33.20197,-117.28939,Oceanside,San Diego
92114,25560,73090,8291,36.5,439500,2079,69858,25767,13367,691,16580,31132,5576,1434,32.70778,-117.05529,San Diego,San Diego
92115,27796,56137,14805,28.4,551000,2530,63755,37902,7241,475,9275,18637,4618,1528,32.76154,-117.07187,San Diego,San Diego
92120,50755,102597,2633,39.8,623200,2580,29764,22653,1518,57,2166,5457,2192,303,32.79526,-117.07317,San Diego,San Diego
92122,44231,81438,10965,31.1,751700,2959,47842,27563,1009,263,15153,6183,2596,1865,32.85681,-117.21017,San Diego,San Diego
92154,23170,70846,9569,35.3,449500,2242,89886,55411,5416,416,9559,59745,8498,1607,32.578,-116.96621,San Diego,San Diego
92220,25196,44167,6306,43.1,246500,1558,33360,21203,2392,1122,1206,15367,3204,132,33.93992,-116.83935,Banning,Riverside
92233,6954,40587,1101,33.3,147800,1300,7520,2625,1217,93,217,5394,743,0,33.14736,-115.50686,Calipatria,Imperial
92274,14855,26132,4483,40.4,113000,1135,14105,5623,199,43,70,12013,364,4,33.47031,-116.11387,Thermal,Riverside
92308,24104,54738,7498,37.1,260500,1548,42375,31989,3402,205,1142,15819,2889,148,34.42005,-117.15558,Apple Valley,San Bernardino
94063,40207,80313,4278,32.6,931400,3123,36110,15838,828,577,2958,24176,4491,1037,37.49367,-122.20823,Redwood City,San Mateo
94535,22503,70943,198,22.3,,,3407,2282,407,0,168,534,328,0,38.27048,-121.93851,Travis Afb,Solano
94561,34247,102911,3135,35.3,469300,2385,43031,25209,3489,471,3146,13827,4756,608,37.99311,-121.69172,Oakley,Contra Costa
94567,31970,53813,183,44.6,348100,2054,869,623,0,3,0,504,42,0,38.66342,-122.4349,Pope Valley,Napa
94585,30809,81683,2960,34.9,380200,2082,29351,11586,5899,205,5499,8000,3463,372,38.19061,-121.94216,Suisun City,Solano
94588,68053,157203,1876,40,982900,3599,36324,15880,687,280,16188,3324,2447,2060,37.73801,-121.88178,Pleasanton,Alameda
94592,55072,171000,214,36.2,642000,3291,1038,426,101,0,423,94,41,57,38.12009,-122.3117,Vallejo,Solano
94607,45622,60181,5629,35.9,621200,2830,25723,7328,7810,293,6699,3502,1812,5116,37.80721,-122.30024,Oakland,Alameda
94611,85733,136538,2033,43.6,1153300,4001,39042,25867,2604,136,6097,2176,3423,3902,37.83191,-122.21592,Oakland,Alameda
94709,46359,75721,2245,30.4,1017600,3723,12411,7247,271,285,3607,1358,597,1458,37.87835,-122.26613,Berkeley,Alameda
94805,46117,89443,796,41.5,567600,2208,14292,6786,1810,16,2538,4237,1130,1087,37.94215,-122.32364,Richmond,Contra Costa
91786,28871,65542,7352,33.5,459100,2108,54165,31459,3942,507,3713,27367,5108,759,34.10525,-117.66206,Upland,San Bernardino
91789,40503,105848,2657,45.3,766400,2733,43531,8489,1473,241,28107,8965,1908,622,34.01858,-117.85408,Walnut,Los Angeles
91791,34630,87147,2901,40.9,631200,2628,33314,11769,1243,327,9259,17158,2728,489,34.06134,-117.89425,West Covina,Los Angeles
91360,44291,94149,2977,43.1,690300,2743,42663,34750,614,262,3223,8941,2506,125,34.21475,-118.87735,Thousand Oaks,Ventura
91040,41505,92280,1645,46.5,601500,2737,20606,15534,153,81,2529,4276,1069,85,34.25861,-118.33468,Sunland,Los Angeles
91352,23113,58696,6372,36,532300,2428,46027,27091,809,104,2415,33042,4593,875,34.23183,-118.36596,Sun Valley,Los Angeles
91101,49776,72144,4715,35.6,581900,2595,21920,10538,1064,230,5899,6252,2112,999,34.14671,-118.13895,Pasadena,Los Angeles
90014,45375,36429,3620,40.7,581400,2466,9126,3874,2111,49,1949,1684,407,659,34.04302,-118.25182,Los Angeles,Los Angeles
90026,40734,67435,11010,35.2,899100,2847,67657,27933,2508,616,9721,34164,5045,4674,34.07883,-118.2637,Los Angeles,Los Angeles
90033,17123,43646,12772,32,483700,2085,49695,22411,929,559,2247,45089,2313,2613,34.05117,-118.21165,Los Angeles,Los Angeles
90038,30619,48786,6080,34.4,903500,2862,28592,12971,1919,281,1885,14466,2204,2920,34.08882,-118.32671,Los Angeles,Los Angeles
90040,21133,54567,1476,37.7,424500,1946,12363,7278,105,367,112,11742,810,219,33.99318,-118.1489,Los Angeles,Los Angeles
90044,17126,39434,28398,31,434100,2102,99980,25642,31627,474,658,66053,7381,3687,33.95253,-118.29194,Los Angeles,Los Angeles
95355,32318,67205,4937,38.1,330200,1835,59272,41470,3650,696,5205,18872,4295,218,37.6727,-120.94717,Modesto,Stanislaus
95450,48734,62679,0,57.5,625000,2875,223,215,0,0,5,9,0,0,38.5229,-123.21508,Jenner,Sonoma
95589,24159,39665,279,54.8,406300,2226,1140,1140,0,0,0,9,0,0,40.07927,-123.98596,Whitethorn,Humboldt
92410,15587,41060,13646,28.8,186400,1381,44685,22026,5272,162,1482,33436,2150,472,34.10655,-117.29574,San Bernardino,San Bernardino
92503,27175,75415,10232,33.7,391600,2076,93032,50916,4117,751,6729,56439,5839,1102,33.88308,-117.45222,Riverside,Riverside
92532,33000,92288,3320,31.1,377900,2383,25333,14527,2073,22,2802,9122,2013,40,33.69052,-117.30241,Lake Elsinore,Riverside
92555,27976,91839,3881,33.3,375700,2165,46566,18488,8999,123,3216,24144,2830,82,33.9133,-117.10867,Moreno Valley,Riverside
92869,51621,121712,2026,40.5,733100,2927,36259,26052,382,99,4371,12805,2117,300,33.79479,-117.7621,Orange,Orange
92124,41049,94485,2357,32.4,662100,2619,32754,22168,2153,94,4223,5949,2865,98,32.82823,-117.08528,San Diego,San Diego
92225,17859,43822,3532,37.2,154900,1324,22520,10983,2250,175,467,12748,2557,94,33.71642,-114.65606,Blythe,Riverside
92231,17169,42739,7959,34.7,220000,1414,39884,27242,88,116,364,38831,3706,299,32.68751,-115.56433,Calexico,Imperial
92234,28152,50350,10082,40.6,302500,1760,54812,37581,1205,730,4037,31056,3341,265,33.81386,-116.46663,Cathedral City,Riverside
92253,47914,76158,5828,48.5,405200,2154,41573,30459,797,99,1857,15074,3519,92,33.65562,-116.28785,La Quinta,Riverside
92259,24803,35739,26,59.7,,,89,89,0,0,0,0,0,0,32.73478,-115.94632,Ocotillo,Imperial
92262,45753,55757,5422,53.3,422300,2098,28463,21949,2151,139,1280,8389,1114,203,33.86287,-116.55736,Palm Springs,Riverside
92273,12210,32961,595,29.5,165000,1246,1847,1384,30,0,0,1655,297,0,32.80798,-115.69592,Seeley,Imperial
92275,18380,24750,609,45.4,151300,1046,2531,1388,43,30,76,1391,239,0,33.20783,-115.88084,Salton City,Imperial
92284,26975,45511,5666,42.1,189000,1363,25791,19780,1114,445,707,6937,2343,108,34.16013,-116.42474,Yucca Valley,San Bernardino
92285,18206,35767,592,59.4,156100,958,2440,2190,29,76,20,314,116,0,34.33762,-116.51364,Landers,San Bernardino
92332,79303,,0,61,,,94,94,0,0,0,0,0,0,34.90728,-115.36409,Essex,San Bernardino
92026,34721,76534,4868,36.8,497700,2554,50461,35244,753,568,4264,19962,4256,322,33.2111,-117.11157,Escondido,San Diego
94021,103953,246133,54,49.3,742600,,574,511,0,0,0,63,0,0,37.25028,-122.24958,Loma Mar,San Mateo
94022,132969,250001,693,47.6,2000001,4001,19701,11706,121,21,6432,849,1176,147,37.35534,-122.14494,Los Altos,Santa Clara
94123,131446,179143,1116,33.8,2000001,4001,26074,20978,233,56,2687,1988,1565,5454,37.80112,-122.43645,San Francisco,San Francisco
94521,47834,104141,2468,41.1,620400,2613,42891,28919,1583,119,6075,6661,4679,1988,37.95293,-121.96971,Concord,Contra Costa
94587,43336,120772,4199,39.8,812000,2949,75067,15248,3413,386,41510,14813,4839,2413,37.59142,-122.06993,Union City,Alameda
94060,65889,113056,76,42.2,865100,3444,1098,681,3,0,24,309,175,0,37.22297,-122.33572,Pescadero,San Mateo
94025,89007,169352,2428,38.4,2000001,4001,43996,29432,1588,344,6525,7230,2714,1340,37.45087,-122.1829,Menlo Park,San Mateo
94963,72349,146563,0,65.6,892900,4001,195,195,0,0,0,42,0,0,38.00765,-122.66484,San Geronimo,Marin
94085,69491,150915,1510,32.2,1142800,3559,23592,7143,327,527,10392,6919,1681,1104,37.38862,-122.01793,Sunnyvale,Santa Clara
94158,101580,160236,993,34.1,1176100,4001,9231,3892,549,92,3505,1226,632,1747,37.77116,-122.39153,San Francisco,San Francisco
94503,35496,108638,1432,37.1,518200,2542,20295,6676,1509,201,7068,5948,2336,250,38.19454,-122.23042,American Canyon,Napa
94505,52857,128865,1529,42.3,640100,2938,15974,12631,878,46,1034,2676,861,73,37.86638,-121.5868,Discovery Bay,Contra Costa
94516,46527,102917,7,58.1,635700,3197,233,202,0,1,0,2,30,15,37.82748,-122.16629,Canyon,Contra Costa
94528,123780,250001,0,66.6,2000001,4001,804,804,0,0,0,0,0,0,37.84149,-121.95819,Diablo,Contra Costa
94531,35172,104275,3832,36.6,470900,2321,42163,13760,10709,152,7700,10356,4808,1649,37.95665,-121.77777,Antioch,Contra Costa
94534,49908,115561,1108,41.4,548400,2628,38471,19283,4832,310,8163,6711,3811,348,38.24112,-122.12142,Fairfield,Solano
94548,80985,150492,12,47.4,886400,2750,248,189,0,0,0,125,45,0,37.97481,-121.65265,Knightsen,Contra Costa
94551,51949,119087,2239,37.8,776500,3216,48151,27615,817,190,11629,11801,4529,1612,37.75902,-121.76026,Livermore,Alameda
94573,33103,,0,20.8,,,70,70,0,0,0,58,0,0,38.45726,-122.42348,Rutherford,Napa
94575,4497,,21,19.8,,,1176,695,47,5,193,302,164,14,37.84235,-122.11012,Moraga,Contra Costa
94582,70550,186021,2057,40.7,1108200,4001,44721,13411,1597,69,26439,2397,2460,1903,37.76357,-121.91469,San Ramon,Contra Costa
94597,63912,121067,1454,39.1,756800,3151,23263,14808,676,91,5206,3053,1707,3315,37.91768,-122.0718,Walnut Creek,Contra Costa
94613,3802,,54,19.6,,,868,441,17,2,225,270,116,16,37.78075,-122.18308,Oakland,Alameda
94720,4391,,0,19.3,,,2829,1024,80,32,1416,447,144,98,37.87185,-122.25226,Berkeley,Alameda
94957,109891,250001,36,52.8,2000001,4001,1185,1015,7,0,87,106,76,65,37.96343,-122.56174,Ross,Marin
95585,18158,21875,167,48,350000,1667,420,356,22,33,5,44,0,0,39.85872,-123.66619,Leggett,Mendocino
95615,28120,58909,42,40.8,604400,1410,877,559,0,0,8,297,269,146,38.31113,-121.54595,Courtland,Sacramento
95692,34591,76071,144,41.1,284000,1811,4924,4165,8,29,91,855,541,5,39.04699,-121.40471,Wheatland,Yuba
95742,42219,133710,743,35.7,444400,2678,12643,6987,1195,35,3109,1427,1122,51,38.5735,-121.19854,Rancho Cordova,Sacramento
95961,24359,60348,3689,31.7,276400,1739,28929,20154,885,534,2239,10521,3049,23,39.03343,-121.55754,Olivehurst,Yuba
95121,36320,111105,3260,40.4,793000,2800,38258,7594,1690,429,23248,8888,1851,488,37.30463,-121.80981,San Jose,Santa Clara
95461,38016,52314,308,55.1,233400,1526,2714,2537,22,4,0,277,53,4,38.762,-122.59314,Middletown,Lake
95542,22987,27534,517,45.2,369600,2198,2262,2155,2,18,9,92,61,0,40.08074,-123.77369,Garberville,Humboldt
95543,16964,32500,139,54,258500,,629,526,6,20,0,54,72,0,41.88847,-123.80238,Gasquet,Del Norte
95547,35005,55521,207,57.5,485700,1646,1051,1026,0,6,0,8,18,0,40.56952,-124.07751,Hydesville,Humboldt
95549,33115,74931,92,36.8,480600,1919,1088,947,1,3,18,17,113,0,40.65838,-123.89485,Kneeland,Humboldt
95554,23284,48409,72,60.9,,,419,397,0,0,0,0,22,0,40.27573,-123.78414,Myers Flat,Humboldt
95558,41176,65875,93,51.3,669000,1669,409,337,0,17,24,17,20,0,40.32673,-124.24017,Petrolia,Humboldt
95565,21489,32955,168,39.7,280000,1646,662,521,0,11,2,57,97,0,40.45723,-124.01099,Scotia,Humboldt
95568,25526,,60,54.9,313200,,211,158,16,24,0,72,7,0,41.48454,-123.48543,Somes Bar,Siskiyou
95605,27006,60309,2465,31.8,286000,1612,14468,9049,532,166,875,6557,1964,122,38.59289,-121.53929,West Sacramento,Yolo
95618,49518,100876,5422,31.9,678800,2898,27238,17614,617,132,6202,4454,1984,790,38.54348,-121.6917,Davis,Yolo
95665,33731,62688,194,51.1,297900,1836,3729,3112,13,22,74,863,361,1,38.39587,-120.65238,Pine Grove,Amador
95677,40007,88897,2261,37.7,468400,2361,26872,21220,596,87,1704,3741,1950,209,38.79298,-121.23133,Rocklin,Placer
95691,37132,80916,5984,35,389400,2157,39198,24978,1911,230,5379,10897,4355,375,38.62394,-121.58272,West Sacramento,Yolo
95625,62546,85532,9,46.2,,,175,175,0,0,0,44,0,0,38.35728,-121.90861,Elmira,Solano
