zipcode,Income per capita,Median household income,Poverty, Median age,Median home value,Median monthly owner cost,Total Population,White Population,Black Population,American Indian Population,Asian Population,Hispanic Population,Population identifying as 2+ races,Percent of transit public transport,Latitude,Longitude,City,County
93306,23580.0,54450.0,15853,31.3,211100.0,1541.0,74296,51869,1727,1208,2455,48116,5176,228,35.46595,-118.78445,Bakersfield,Kern
93660,12475.0,39625.0,1057,26.7,171700.0,1114.0,4082,2231,40,0,0,3925,142,0,36.609320000000004,-120.16514,San Joaquin,Fresno
93110,53375.0,93264.0,1332,46.9,844300.0,3063.0,15777,12042,311,287,674,4251,702,185,34.43913,-119.7666,Santa Barbara,Santa Barbara
93212,10656.0,42983.0,3911,34.4,162100.0,1160.0,22596,13033,2708,333,177,15641,2104,21,36.016490000000005,-119.56936999999999,Corcoran,Kings
93001,35490.0,66460.0,4487,38.8,579000.0,2285.0,31729,27211,274,499,705,13797,1683,376,34.35321,-119.31868,Ventura,Ventura
93234,13273.0,31788.0,2996,28.2,161100.0,1104.0,7258,2845,23,490,0,6868,738,48,36.19608,-120.08476999999999,Huron,Fresno
93307,14747.0,42128.0,24624,26.8,172500.0,1269.0,86273,56739,5803,935,1966,68928,3937,467,35.2487,-118.93253,Bakersfield,Kern
93536,32443.0,84674.0,7492,36.9,352700.0,1983.0,68575,41823,8853,751,4105,22823,7332,364,34.75267,-118.3889,Lancaster,Los Angeles
93546,36265.0,69702.0,1140,37.0,460800.0,2168.0,9750,8322,49,17,593,3073,389,1259,37.60573,-118.85219,Mammoth Lakes,Mono
93669,14809.0,,0,57.5,235800.0,,320,314,0,6,0,3,0,0,37.28334,-119.54297,Wishon,Madera
93701,12332.0,23356.0,4659,28.5,184600.0,999.0,10398,5690,741,232,1011,7704,642,156,36.74955,-119.78772,Fresno,Fresno
93664,63794.0,106071.0,17,66.3,564100.0,1656.0,370,326,0,0,2,51,30,0,37.056709999999995,-119.17981,Shaver Lake,Fresno
93218,10557.0,26905.0,237,29.3,122700.0,1131.0,827,496,0,15,0,742,108,0,35.861940000000004,-119.03822,Ducor,Tulare
93260,22064.0,41382.0,36,50.0,134700.0,1750.0,244,157,87,0,0,0,0,0,35.81909,-118.66116000000001,Posey,Tulare
93612,25650.0,46892.0,6138,33.6,226900.0,1469.0,35475,22373,1122,544,2822,14741,3323,112,36.81548,-119.71076000000001,Clovis,Fresno
93621,66547.0,,0,47.9,,,118,117,0,0,1,82,0,0,36.8067,-119.13602,Dunlap,Fresno
92394,24072.0,61270.0,7512,31.1,241900.0,1563.0,34836,16787,7345,320,1464,18800,3597,25,34.563,-117.3542,Victorville,San Bernardino
92544,22585.0,53885.0,9702,33.6,253600.0,1652.0,50392,36403,2463,865,1152,23262,3223,183,33.64581,-116.86033,Hemet,Riverside
92067,95165.0,212188.0,936,45.4,2000001.0,4001.0,8968,7246,0,0,302,1668,1349,0,33.02087,-117.19209,Rancho Santa Fe,San Diego
92250,19428.0,49637.0,1692,37.2,236200.0,1366.0,8255,4980,57,0,57,6526,943,0,32.79188,-115.23454,Holtville,Imperial
92364,,,5,,,,5,5,0,0,0,0,0,0,35.35678,-115.43741000000001,Nipton,San Bernardino
92545,22486.0,48052.0,5394,40.3,245400.0,1673.0,44278,31216,2943,639,1113,20239,2137,15,33.7311,-117.0359,Hemet,Riverside
92626,45669.0,95175.0,4054,35.8,803000.0,2724.0,50978,34043,1210,299,7250,13847,3181,616,33.67896,-117.90843999999998,Costa Mesa,Orange
93242,23184.0,49659.0,488,32.0,232300.0,1104.0,3455,2582,0,53,127,2320,108,0,36.44115,-119.73024,Laton,Fresno
93591,18805.0,48911.0,781,35.0,191800.0,1158.0,6557,3979,373,18,26,4212,550,12,34.59656,-117.80955,Palmdale,Los Angeles
93616,16917.0,43281.0,770,29.4,266800.0,1551.0,2370,1440,0,0,127,2050,182,12,36.65468,-119.59437,Del Rey,Fresno
93728,19598.0,38091.0,4750,29.8,188600.0,1546.0,16738,10659,808,71,398,11298,2050,73,36.757290000000005,-119.81816,Fresno,Fresno
93921,70149.0,93234.0,36,64.8,1617500.0,2958.0,2951,2712,2,0,54,99,183,0,36.55359,-121.92258999999999,Carmel By The Sea,Monterey
93930,20449.0,57007.0,2764,30.8,314400.0,1707.0,17599,6557,141,84,174,14270,875,13,36.19924,-121.07282,King City,Monterey
93274,21186.0,55269.0,13951,28.4,227500.0,1503.0,75068,53749,2416,882,1627,48046,6939,202,36.17978,-119.37948999999999,Tulare,Tulare
93627,9964.0,,0,21.6,,,134,0,0,0,0,134,0,0,36.515679999999996,-120.10635,Helm,Fresno
93634,23356.0,,13,29.5,,,27,9,11,0,0,5,0,5,37.20583,-118.93652,Lakeshore,Fresno
93013,54708.0,82231.0,1224,43.4,819600.0,3126.0,17021,12321,126,174,302,7485,1500,256,34.426970000000004,-119.48031999999999,Carpinteria,Santa Barbara
93618,16811.0,46804.0,9627,26.8,217500.0,1423.0,31971,21633,102,187,498,26965,2124,119,36.52213,-119.38661,Dinuba,Tulare
93924,72043.0,127813.0,573,57.9,947000.0,3568.0,6421,5478,138,48,74,850,403,1,36.394890000000004,-121.63406,Carmel Valley,Monterey
93925,17052.0,50987.0,382,30.5,438900.0,2186.0,1794,510,0,0,0,1663,35,0,36.602090000000004,-121.42526000000001,Chualar,Monterey
93667,29613.0,62446.0,348,48.0,251400.0,1428.0,2112,1704,0,259,0,111,130,0,36.96585,-119.31511,Tollhouse,Fresno
93673,12817.0,46406.0,170,26.0,159800.0,1469.0,702,563,0,0,2,618,20,5,36.452290000000005,-119.48232,Traver,Tulare
93261,9103.0,20956.0,1135,34.6,119500.0,900.0,2179,1383,0,0,19,2164,188,0,35.81147,-119.11673,Richgrove,Tulare
96023,19685.0,33403.0,227,42.6,115200.0,860.0,1188,1017,10,37,18,358,50,0,41.921079999999996,-121.97592,Dorris,Siskiyou
96039,23646.0,33523.0,253,54.7,153500.0,1074.0,896,516,4,205,17,70,132,1,41.663759999999996,-123.37711000000002,Happy Camp,Siskiyou
96048,28329.0,52950.0,68,60.0,332400.0,1181.0,795,703,0,38,6,132,9,0,40.82613,-123.05593999999999,Junction City,Trinity
96050,26550.0,28438.0,137,62.3,174500.0,1646.0,414,368,0,6,3,31,37,0,41.85389,-122.95688999999999,Klamath River,Siskiyou
96051,29859.0,55966.0,287,58.1,233100.0,1450.0,1193,1072,6,10,55,71,50,12,40.90112,-122.35663999999998,Lakehead,Shasta
96001,33616.0,58673.0,3936,41.5,299600.0,1785.0,34008,29287,447,892,1146,2998,1515,51,40.57731,-122.45443,Redding,Shasta
96010,20334.0,35278.0,2,52.9,,,96,89,0,7,0,11,0,0,40.89735,-123.24365,Big Bar,Trinity
96011,14253.0,25089.0,104,43.5,125000.0,,260,221,4,18,1,15,15,0,41.05762,-121.89157,Big Bend,Shasta
96029,19221.0,44327.0,43,38.4,331300.0,1600.0,190,167,0,0,0,38,8,0,39.94003,-122.48743,Flournoy,Tehama
96041,18311.0,29198.0,783,42.9,236700.0,923.0,2871,2430,47,77,78,438,91,0,40.520590000000006,-123.19991,Hayfork,Trinity
96046,19399.0,,19,61.2,,,124,124,0,0,0,0,0,0,40.61118,-123.43151,Hyampom,Trinity
96061,,,0,,,,0,0,0,0,0,0,0,0,40.34407,-121.48767,Mill Creek,Tehama
96075,17593.0,,48,40.3,,662.0,353,270,15,0,0,43,51,0,40.35582,-121.87196000000002,Paynes Creek,Tehama
96084,18213.0,31563.0,182,55.1,209700.0,1466.0,514,302,0,35,22,127,147,0,40.79395,-121.91519,Round Mountain,Shasta
96013,21954.0,47138.0,995,36.6,165700.0,1195.0,4883,4368,60,155,61,294,157,0,40.97495,-121.68316000000002,Burney,Shasta
96022,32534.0,63606.0,2115,43.2,247400.0,1643.0,14624,12873,51,224,411,1436,702,21,40.34232,-122.44814,Cottonwood,Tehama
96032,26366.0,51380.0,420,43.4,260800.0,1589.0,2732,2079,16,438,5,179,162,0,41.585029999999996,-122.98291,Fort Jones,Siskiyou
96047,43111.0,60000.0,196,51.3,350900.0,1832.0,939,759,0,57,0,47,117,6,40.47695,-122.69888999999999,Igo,Shasta
96052,24992.0,50729.0,305,46.5,278200.0,1387.0,1724,1498,16,67,15,74,80,21,40.68515,-122.80341999999999,Lewiston,Trinity
96054,25715.0,42386.0,43,53.2,156800.0,1006.0,265,255,0,10,0,0,0,0,41.26665,-121.10633,Lookout,Modoc
96076,19304.0,27619.0,45,64.3,173200.0,,201,137,0,48,10,15,6,0,40.37547,-122.92996000000001,Platina,Trinity
96103,43121.0,68526.0,124,65.1,331300.0,1678.0,1343,1307,0,0,13,61,21,0,39.784459999999996,-120.66968999999999,Blairsden Graeagle,Plumas
96104,25114.0,41184.0,77,47.6,167400.0,,920,890,0,26,3,162,1,0,41.482479999999995,-120.12725,Cedarville,Modoc
96106,28914.0,,83,32.2,491200.0,2031.0,465,465,0,0,0,15,0,0,39.73552,-120.54388,Clio,Plumas
96109,29083.0,63218.0,238,40.9,149800.0,1134.0,914,913,0,0,0,3,1,0,39.99747,-120.09521000000001,Doyle,Lassen
96113,13710.0,49287.0,140,36.3,,1164.0,1916,1194,344,146,23,451,85,0,40.18577,-120.14608999999999,Herlong,Lassen
96125,54961.0,96406.0,0,69.8,319400.0,,84,84,0,0,0,0,0,0,39.61526,-120.60493000000001,Sierra City,Sierra
96133,35201.0,,0,56.1,,,136,12,0,0,0,0,124,0,38.631809999999994,-119.50423,Topaz,Mono
96137,34203.0,47697.0,484,57.7,205600.0,1633.0,3076,2824,50,19,0,215,183,0,40.38554,-121.12478,Westwood,Lassen
96021,22520.0,45455.0,3343,37.3,192700.0,1394.0,14970,11297,59,185,169,7472,1298,38,39.91871,-122.26813,Corning,Tehama
96074,20353.0,45625.0,2,32.8,,,109,87,9,0,0,23,0,0,39.871959999999994,-122.58599,Paskenta,Tehama
96121,27429.0,73150.0,0,36.5,123100.0,,298,298,0,0,0,1,0,0,40.16938,-120.37659,Milford,Lassen
96112,18849.0,31406.0,54,47.0,255000.0,,210,113,1,96,0,35,0,0,41.8372,-120.09403,Fort Bidwell,Modoc
96111,43916.0,,0,60.2,533300.0,2125.0,111,111,0,0,0,0,0,0,39.41571,-120.01648,Floriston,Nevada
96129,25427.0,,0,57.0,,,301,301,0,0,0,0,0,0,39.81848,-120.35346000000001,Beckwourth,Plumas
96135,23082.0,,31,40.9,576600.0,,280,280,0,0,0,0,0,0,39.81303,-120.20926999999999,Vinton,Plumas
96155,,,0,,,,0,0,0,0,0,0,0,0,38.75294,-120.09222,South Lake Tahoe,El Dorado
92358,29645.0,53403.0,192,54.6,319600.0,1993.0,701,675,0,6,20,147,0,6,34.24624,-117.56761999999999,Lytle Creek,San Bernardino
92404,19465.0,49799.0,11981,30.6,269700.0,1577.0,63261,34227,7538,540,1724,41852,5446,402,34.17862,-117.23891,San Bernardino,San Bernardino
92407,23818.0,72281.0,11903,29.5,352500.0,1827.0,67866,39822,6940,419,2804,44692,6676,306,34.22394,-117.38838999999999,San Bernardino,San Bernardino
92561,35539.0,51528.0,263,58.7,303300.0,2037.0,1471,1320,5,52,34,200,31,0,33.63704,-116.57441000000001,Mountain Center,Riverside
92651,95518.0,129164.0,1430,51.9,1945000.0,4001.0,23732,21192,106,39,674,1904,1075,115,33.56535,-117.77399,Laguna Beach,Orange
92653,55601.0,104571.0,2502,41.2,756900.0,2999.0,30080,20457,510,28,4694,6311,2274,192,33.59276,-117.69993999999998,Laguna Hills,Orange
92656,50739.0,116350.0,2773,37.8,650400.0,2762.0,51940,35560,1355,192,7971,9755,3733,183,33.575179999999996,-117.73036,Aliso Viejo,Orange
92692,54535.0,125115.0,2365,47.2,768200.0,2921.0,47548,34507,467,166,7231,7453,3649,67,33.60948,-117.64396,Mission Viejo,Orange
92703,18652.0,65687.0,9294,32.8,456200.0,1978.0,66428,15226,583,458,11261,51203,3280,1491,33.74853,-117.90621000000002,Santa Ana,Orange
92782,60454.0,125469.0,1510,38.2,824700.0,3301.0,23166,10525,610,42,9463,3400,1630,28,33.72833,-117.79753000000001,Tustin,Orange
92801,24295.0,65683.0,10359,33.7,511800.0,2218.0,65757,35347,3119,566,11814,39211,4938,1217,33.844409999999996,-117.95175,Anaheim,Orange
92807,50567.0,120435.0,1578,43.2,700900.0,2786.0,36057,26461,546,64,5662,8685,2378,95,33.85001,-117.78946,Anaheim,Orange
92831,36483.0,80279.0,5236,29.6,662100.0,2710.0,36211,23035,1019,124,6473,13639,3335,440,33.8795,-117.89607,Fullerton,Orange
92832,27569.0,68287.0,5027,33.7,576300.0,2387.0,25887,15103,745,130,2811,13927,1857,513,33.86871,-117.92913999999999,Fullerton,Orange
92833,37451.0,88725.0,5311,37.3,659600.0,2740.0,52537,23954,888,325,18431,19349,3575,720,33.88051,-117.96112,Fullerton,Orange
92845,43149.0,105189.0,981,43.3,634100.0,2723.0,15490,12202,96,83,1939,2776,688,30,33.782920000000004,-118.0264,Garden Grove,Orange
92612,45682.0,74672.0,9525,29.8,771800.0,3121.0,32069,15959,866,6,12365,3852,1533,246,33.65984,-117.82457,Irvine,Orange
92614,48286.0,107662.0,3207,33.6,752800.0,2786.0,27471,13635,382,83,9563,2582,2959,181,33.68173,-117.83316,Irvine,Orange
92627,43178.0,85585.0,7471,35.5,817100.0,2989.0,62437,41415,492,418,2953,27259,3790,612,33.647859999999994,-117.9205,Costa Mesa,Orange
92647,40107.0,91331.0,6260,37.0,737800.0,2663.0,61476,37201,1586,384,8696,16733,4743,253,33.72395,-118.00685,Huntington Beach,Orange
92648,59555.0,97470.0,3153,44.2,949000.0,3533.0,45328,33621,250,122,5161,7658,3422,69,33.68212,-118.0101,Huntington Beach,Orange
92655,20039.0,41538.0,2166,40.3,571600.0,2337.0,8730,2646,87,0,4510,2843,79,21,33.74606,-117.98765,Midway City,Orange
92663,81486.0,106209.0,1827,43.3,1532200.0,3777.0,22721,19903,226,19,775,2774,1229,104,33.62328,-117.93021999999999,Newport Beach,Orange
92676,55215.0,107083.0,105,48.9,721100.0,2569.0,2033,1854,5,0,49,266,91,0,33.75306,-117.63533999999999,Silverado,Orange
92707,24287.0,86001.0,6337,32.5,502100.0,1971.0,62698,29027,360,660,4583,51730,3093,1391,33.70991,-117.87045,Santa Ana,Orange
92841,26281.0,65934.0,5255,39.4,590700.0,2349.0,33990,11695,186,118,17114,10026,1088,294,33.7868,-117.98207,Garden Grove,Orange
92844,24852.0,63598.0,4079,42.4,527200.0,2226.0,22686,4281,547,120,14099,4678,993,126,33.765609999999995,-117.96951999999999,Garden Grove,Orange
92861,81286.0,164919.0,441,51.4,1239600.0,4001.0,5886,4545,32,0,941,601,228,14,33.81801,-117.81031000000002,Villa Park,Orange
92865,40404.0,107706.0,1449,36.6,629800.0,2677.0,21003,13736,270,250,3397,8221,1554,179,33.82887,-117.84925,Orange,Orange
92868,29185.0,69034.0,3318,33.4,511900.0,2163.0,26549,15775,999,155,3789,13099,1732,223,33.78799,-117.87637,Orange,Orange
92009,62889.0,138138.0,2209,41.8,910000.0,3621.0,46849,38685,423,64,3846,5392,3081,157,33.09535,-117.24573999999998,Carlsbad,San Diego
92014,103633.0,162305.0,567,50.6,1686000.0,4001.0,13133,11413,157,0,807,791,610,10,32.96797,-117.24878999999999,Del Mar,San Diego
92029,50425.0,96690.0,975,44.5,669300.0,2935.0,19361,15071,404,29,1441,4615,1707,138,33.08555,-117.12885,Escondido,San Diego
92057,33657.0,81339.0,5009,37.0,495900.0,2486.0,59190,38552,3767,462,5144,23401,6715,594,33.25326,-117.28703999999999,Oceanside,San Diego
92061,25234.0,43787.0,456,34.7,545000.0,2291.0,2273,1271,11,738,32,843,164,0,33.30036,-116.93048,Pauma Valley,San Diego
92082,38055.0,94067.0,1967,43.7,586400.0,3071.0,19636,14012,335,1020,521,6633,2418,25,33.2518,-117.00283999999999,Valley Center,San Diego
92102,27580.0,54862.0,7369,33.4,454500.0,2095.0,42413,29129,3785,497,3000,23772,2422,1383,32.71595,-117.11748999999999,San Diego,San Diego
92131,59213.0,137987.0,1345,40.2,831700.0,3232.0,34922,20463,716,24,9984,3437,2855,228,32.89604,-117.05736999999999,San Diego,San Diego
92203,36424.0,77281.0,3369,42.5,357800.0,2101.0,32360,21994,413,242,663,15417,4428,122,33.75159,-116.24139,Indio,Riverside
92239,25366.0,35938.0,7,70.2,112300.0,,295,257,5,0,0,39,14,1,33.87424,-115.24396000000002,Desert Center,Riverside
92258,10543.0,,269,43.4,93600.0,,517,415,57,0,0,331,0,22,33.91791,-116.56002,North Palm Springs,Riverside
92268,33101.0,44500.0,36,61.7,362500.0,1531.0,360,360,0,0,0,65,0,0,34.16146,-116.55001999999999,Pioneertown,San Bernardino
92281,13960.0,31935.0,1051,24.9,150200.0,1068.0,2865,1282,69,0,11,2424,209,20,33.050329999999995,-115.61263999999998,Westmorland,Imperial
92352,45751.0,89625.0,577,47.0,450000.0,2218.0,6319,5720,57,28,73,973,363,0,34.268240000000006,-117.18486000000001,Lake Arrowhead,San Bernardino
92368,17709.0,36500.0,329,30.5,206800.0,1389.0,1058,678,44,3,35,562,175,5,34.65508,-117.30893,Oro Grande,San Bernardino
92373,48371.0,81557.0,2710,38.8,485300.0,2500.0,32433,24113,1301,138,2357,7644,2590,68,34.006479999999996,-117.15351000000001,Redlands,San Bernardino
92374,31875.0,78191.0,5337,33.3,374200.0,2116.0,44131,28431,3104,133,3262,19368,4776,208,34.06738,-117.17482,Redlands,San Bernardino
92386,26721.0,38378.0,578,46.3,277100.0,1368.0,2038,1924,84,30,0,445,0,0,34.23702,-116.82523,Sugarloaf,San Bernardino
92397,40179.0,63705.0,629,50.2,347100.0,1858.0,4638,4227,25,0,186,806,92,0,34.362120000000004,-117.69136,Wrightwood,Los Angeles
92549,37877.0,79276.0,372,53.6,374800.0,1474.0,2988,2270,95,27,188,606,15,0,33.808859999999996,-116.71212,Idyllwild,Riverside
93263,15869.0,45867.0,5466,27.2,188900.0,1294.0,21854,15099,355,25,93,18536,2809,41,35.48722,-119.27835,Shafter,Kern
93276,23639.0,,14,36.0,100000.0,1375.0,134,121,0,0,0,16,11,0,35.31756,-119.4092,Tupman,Kern
93041,26250.0,64208.0,2639,32.0,434500.0,2166.0,24102,16972,969,209,724,13665,3577,68,34.14956,-119.17458,Port Hueneme,Ventura
93101,37920.0,62925.0,5008,31.6,890300.0,3043.0,32650,22966,527,339,834,15660,3418,844,34.41925,-119.70808000000001,Santa Barbara,Santa Barbara
93247,15746.0,39426.0,5215,33.9,193400.0,1346.0,17334,12243,63,68,180,14108,1641,0,36.20234,-119.08277,Lindsay,Tulare
93420,43092.0,91211.0,1607,47.1,681300.0,2547.0,29915,24733,363,216,1013,4147,2313,65,35.16682,-120.46616999999999,Arroyo Grande,San Luis Obispo
93454,23894.0,68954.0,4439,31.4,356900.0,1893.0,40600,29668,530,286,1664,28737,5212,337,34.94834,-120.23425,Santa Maria,Santa Barbara
93626,46107.0,90703.0,165,39.0,520400.0,2699.0,2464,1755,108,46,327,627,180,0,37.032779999999995,-119.68601000000001,Friant,Madera
93501,19526.0,41047.0,1211,40.2,114600.0,991.0,4798,2688,858,144,49,2067,258,0,35.0411,-118.22922,Mojave,Kern
93012,51959.0,106388.0,2155,42.6,640500.0,2775.0,35726,27342,523,200,3585,8397,3255,139,34.20518,-118.99309,Camarillo,Ventura
96091,30964.0,44922.0,62,61.4,312200.0,1813.0,678,554,0,102,3,10,10,0,41.04567,-122.78053,Trinity Center,Trinity
96096,34636.0,54844.0,81,54.0,308500.0,1592.0,718,644,2,37,2,54,32,7,40.63738,-121.87552,Whitmore,Shasta
96105,32564.0,41563.0,69,51.1,,,351,170,0,69,0,0,83,0,39.82478,-120.1821,Chilcoot,Plumas
96119,,,0,,,,11,0,0,0,0,0,0,0,41.03353,-120.55264,Madeline,Lassen
96148,37038.0,81833.0,0,42.2,805600.0,3409.0,679,555,0,0,0,256,14,0,39.24978,-120.05767,Tahoe Vista,Placer
96006,27048.0,51964.0,104,43.6,150500.0,1457.0,615,538,0,52,1,1,23,0,41.15575,-120.83952,Adin,Lassen
96007,26211.0,48996.0,3468,39.6,226800.0,1442.0,23670,20150,172,708,302,3753,1455,75,40.45507,-122.30468,Anderson,Shasta
96062,40503.0,78684.0,176,46.8,333900.0,1912.0,1217,1142,0,4,3,44,56,0,40.56373,-122.06646,Millville,Shasta
96063,26183.0,51250.0,10,40.2,167900.0,682.0,250,226,0,0,0,0,24,0,40.357079999999996,-121.60236,Mineral,Tehama
96088,31482.0,53654.0,261,55.4,244700.0,1402.0,5022,4585,40,102,24,323,230,0,40.50983,-121.88848,Shingletown,Shasta
96090,26245.0,45625.0,69,47.5,177900.0,1351.0,503,371,0,10,5,135,39,8,40.006809999999994,-122.12142,Tehama,Tehama
96093,25518.0,45208.0,929,43.4,285900.0,1628.0,3469,2922,2,268,40,183,39,35,40.77237,-122.94328999999999,Weaverville,Trinity
96108,37020.0,81250.0,10,65.1,,,158,158,0,0,0,0,0,0,41.77687,-120.42351000000001,Davis Creek,Modoc
96110,29036.0,61875.0,0,54.4,,1100.0,87,87,0,0,0,0,0,0,41.26637,-120.10763,Eagleville,Modoc
96115,26749.0,,53,67.0,181700.0,,167,161,6,0,0,0,0,0,41.70753,-120.14047,Lake City,Modoc
96116,44772.0,54301.0,0,65.0,2000001.0,,149,149,0,0,0,0,0,0,41.2603,-120.44841000000001,Likely,Modoc
96117,19979.0,53125.0,94,42.3,211900.0,1275.0,304,304,0,0,0,1,0,0,40.545559999999995,-120.23978000000001,Litchfield,Lassen
96145,49054.0,84648.0,101,43.5,702600.0,2668.0,2664,2442,78,22,65,83,40,28,39.18203,-120.15143,Tahoe City,Placer
93249,12627.0,35833.0,451,23.6,125000.0,1269.0,1959,1422,0,0,16,1904,278,0,35.67033,-119.85813999999999,Lost Hills,Kern
93609,16795.0,53084.0,1024,32.3,172300.0,1157.0,5328,2718,219,3,255,3620,724,6,36.52616,-119.86388000000001,Caruthers,Fresno
93505,20172.0,47641.0,2881,34.3,161200.0,1120.0,13993,7325,3577,362,360,4784,1149,43,35.15708,-117.90933999999999,California City,Kern
93526,28876.0,54861.0,44,44.3,190600.0,1516.0,767,544,7,111,3,134,93,0,36.85941,-118.25378,Independence,Inyo
93711,50460.0,74979.0,3203,40.7,378000.0,2046.0,38680,27068,1347,672,4104,10501,2605,118,36.83508,-119.83308999999998,Fresno,Fresno
93720,43701.0,91096.0,3047,37.5,345700.0,1975.0,46725,31308,1296,267,7637,12262,3745,25,36.8606,-119.76228,Fresno,Fresno
93267,14285.0,32003.0,2944,36.7,150400.0,1220.0,6325,4643,0,16,18,4370,141,0,36.142790000000005,-119.0742,Strathmore,Tulare
93422,38325.0,81599.0,2003,39.2,551000.0,2296.0,34005,30420,247,399,538,6294,1547,207,35.4638,-120.69006999999999,Atascadero,San Luis Obispo
93635,23208.0,63529.0,5744,29.5,318100.0,1647.0,41563,22678,834,448,1261,29366,2802,192,37.016,-120.88293999999999,Los Banos,Merced
93640,9893.0,35982.0,5028,27.1,176500.0,1254.0,13578,5176,299,9,38,12588,171,0,36.67215,-120.43778,Mendota,Fresno
92069,31865.0,77618.0,4920,34.5,551000.0,2624.0,48048,31815,968,492,5388,22105,3500,271,33.17536,-117.15761,San Marcos,San Diego
92086,32298.0,38152.0,161,60.4,189800.0,1465.0,1259,971,29,126,84,168,28,0,33.29718,-116.64176,Warner Springs,San Diego
92126,37921.0,99376.0,6031,34.0,571900.0,2368.0,83257,27744,3507,251,39868,13721,6708,1044,32.912,-117.14343999999998,San Diego,San Diego
92130,76363.0,157333.0,2668,38.4,1116200.0,4001.0,56741,34059,553,213,17688,4443,3431,291,32.94763,-117.20586000000002,San Diego,San Diego
92236,19472.0,34269.0,8609,36.6,239600.0,1641.0,45975,12206,253,353,163,44314,1619,113,33.70276,-116.07253999999999,Coachella,Riverside
92256,30227.0,44944.0,625,50.0,180200.0,1124.0,3176,2611,8,21,21,669,221,8,34.072070000000004,-116.61761000000001,Morongo Valley,San Bernardino
92283,13830.0,27014.0,663,34.0,60800.0,928.0,1730,621,25,785,15,547,243,0,32.83741,-114.79462,Winterhaven,Imperial
92328,41663.0,90962.0,65,43.1,9999.0,,578,427,12,21,19,159,91,7,36.39482,-117.02718,Death Valley,Inyo
96037,33983.0,83723.0,2,64.1,,,188,187,0,0,1,0,0,0,41.54368,-122.93177,Greenview,Siskiyou
96002,28930.0,60102.0,5627,36.6,257700.0,1656.0,33943,26419,584,1081,1964,4341,2999,88,40.5299,-122.31679,Redding,Shasta
96019,24495.0,48586.0,1707,38.6,203700.0,1442.0,10216,8977,35,299,25,1071,699,67,40.687290000000004,-122.39927,Shasta Lake,Shasta
95448,57057.0,95938.0,1630,47.3,927300.0,2948.0,17353,14455,39,111,210,3942,705,59,38.623090000000005,-122.89088999999998,Healdsburg,Sonoma
95148,43061.0,143641.0,2790,39.3,924400.0,3329.0,48629,10423,1215,98,29591,12327,1970,562,37.33252,-121.78142,San Jose,Santa Clara
91724,34045.0,84679.0,2561,39.6,584200.0,2537.0,27510,14096,1516,422,4278,14655,2089,541,34.0805,-117.85515,Covina,Los Angeles
91103,38734.0,71600.0,5012,38.5,740500.0,2958.0,26837,10127,4391,57,2665,13365,1489,761,34.16738,-118.16446,Pasadena,Los Angeles
91008,126055.0,108846.0,45,58.0,1505700.0,4001.0,1079,651,10,0,339,131,64,16,34.15363,-117.96862,Duarte,Los Angeles
91046,23262.0,,0,78.5,,,191,167,0,0,0,5,0,0,34.2117,-118.24091999999999,Verdugo City,Los Angeles
91210,67839.0,138333.0,17,35.4,480000.0,,352,272,0,0,80,63,0,0,34.14468,-118.25809,Glendale,Los Angeles
91330,5889.0,,0,19.7,,,3136,1629,501,0,532,1044,255,77,34.2446,-118.52668999999999,Northridge,Los Angeles
91371,,,0,,,,0,0,0,0,0,0,0,0,34.18505,-118.57605,Woodland Hills,Los Angeles
91387,36134.0,94545.0,3872,35.1,565300.0,2699.0,41145,25919,2426,529,4472,16266,4267,387,34.397079999999995,-118.3707,Canyon Country,Los Angeles
91390,45842.0,121902.0,687,42.4,611700.0,2974.0,19093,14511,449,161,1157,5182,976,153,34.53159,-118.40668000000001,Santa Clarita,Los Angeles
91708,19374.0,57198.0,0,35.3,612600.0,2561.0,4880,1898,1210,34,671,1179,744,0,33.951409999999996,-117.64506000000002,Chino,San Bernardino
91915,37835.0,125864.0,2244,32.9,586300.0,3016.0,33991,16509,1848,237,8851,15675,4246,102,32.622659999999996,-116.95013,Chula Vista,San Diego
93442,43169.0,73701.0,904,52.3,657500.0,2301.0,10955,9431,8,34,582,1385,505,45,35.4,-120.80495,Morro Bay,San Luis Obispo
93444,38866.0,93603.0,1465,42.2,637200.0,2454.0,22383,17261,277,207,697,9599,2591,22,35.03553,-120.50293,Nipomo,San Luis Obispo
93453,36959.0,50893.0,298,59.2,501400.0,1924.0,2414,2204,101,0,0,172,89,0,35.313390000000005,-120.1655,Santa Margarita,San Luis Obispo
93463,62176.0,98116.0,531,52.4,828000.0,3270.0,7846,6877,181,82,231,1166,295,26,34.60688,-120.13495,Solvang,Santa Barbara
93514,34438.0,64330.0,1371,44.1,311000.0,1976.0,14423,10940,42,1453,242,3268,1034,31,37.4947,-118.38513999999999,Bishop,Mono
93529,61173.0,100586.0,65,66.5,417700.0,2672.0,413,405,0,0,8,15,0,0,37.7832,-119.1375,June Lake,Mono
93541,42461.0,48681.0,13,43.2,,,266,266,0,0,0,14,0,0,37.99678,-119.01847,Lee Vining,Mono
93549,29830.0,58558.0,20,57.3,168500.0,1625.0,273,253,0,11,9,39,0,0,36.27728,-117.96016000000002,Olancha,Inyo
